,group,names,scores,logfoldchanges,pvals,pvals_adj
68,0,TBX18,12.534575,,4.829431533122774e-36,1.3604032487669787e-34
69,0,FBLN1,12.4302225,,1.791342732332061e-35,4.9759520342557255e-34
70,0,FOXP2,12.423701,,1.9435796825857095e-35,5.324875842700575e-34
71,0,MIR4435-2HG,12.207207,,2.8448842365866703e-34,7.486537464701763e-33
72,0,PDE3A,12.130408,,7.288476484684949e-34,1.8931107752428438e-32
73,0,NOTCH3,12.101893,,1.032025416692418e-33,2.646219017160046e-32
74,0,CEMIP,12.001743,,3.4789230290819614e-33,8.807400073625219e-32
75,0,ARHGAP6,11.956231,,6.0234558780444225e-33,1.5058639695111056e-31
76,0,APOD,11.833961,,2.6055251152544876e-32,6.35493930549875e-31
77,0,USP53,11.829307,,2.7540620234545716e-32,6.636294032420654e-31
78,0,BICC1,11.74935,,7.116439282204694e-32,1.6943903052868317e-30
79,0,JUNB,11.551938,,7.217458635008232e-31,1.6982255611784075e-29
80,0,SLC1A3,11.5476675,,7.585150157222087e-31,1.7639884086562994e-29
81,0,PID1,11.518299,,1.0669643732004949e-30,2.4458616061927927e-29
82,0,YAP1,11.50319,,1.2712765402489437e-30,2.85680121404257e-29
83,0,COL4A3,11.464746,,1.9833900744262792e-30,4.3590990646731414e-29
84,0,TRPC4,11.461028,,2.0704285372026498e-30,4.500931602614456e-29
85,0,RIPOR3,11.357636,,6.795820204890509e-30,1.4614667107291417e-28
86,0,ADAMTS9,11.333616,,8.943431935581962e-30,1.90285785863446e-28
87,0,TGFBR2,11.323714,,1.0013748053400997e-29,2.1081574849265256e-28
88,0,EPAS1,11.164381,,6.091419976929043e-29,1.2559628818410398e-27
89,0,SLC12A7,11.143728,,7.683374834498702e-29,1.5680356805099392e-27
90,0,ETS1,11.096473,,1.3049242591702503e-28,2.6098485183405004e-27
91,0,COL4A4,11.067878,,1.796030222438089e-28,3.556495489976414e-27
92,0,TBX15,11.044826,,2.3221873575268753e-28,4.553308544170344e-27
93,0,SLC16A12,11.0343075,,2.61055119489943e-28,5.06903144640666e-27
94,0,RGS5,10.96684,,5.516716494830516e-28,1.0609070182366378e-26
95,0,SEMA5A,10.951964,,6.502212991685562e-28,1.2385167603210595e-26
96,0,PITPNC1,10.946846,,6.880186127542102e-28,1.2981483259513402e-26
97,0,GRM8,10.871319,,1.579011538556721e-27,2.9240954417717054e-26
98,0,BACH1,10.808107,,3.151046078358698e-27,5.781735923593942e-26
99,0,PRRX1,10.78749,,3.944158338370099e-27,7.171196978854726e-26
100,0,NDUFA4L2,10.766791,,4.939173095421994e-27,8.899410982742331e-26
101,0,WWTR1,10.578359,,3.754774615445575e-26,6.645618788399248e-25
102,0,ITGA1,10.567431,,4.218907337985672e-26,7.401591821027495e-25
103,0,PLCE1,10.542219,,5.518091068893965e-26,9.550434344395599e-25
104,0,LINC02147,10.468111,,1.2103392908279472e-25,2.0514225268270292e-24
105,0,DISC1,10.4601,,1.3171609760404768e-25,2.2137159261184485e-24
106,0,AXL,10.424317,,1.920339584385016e-25,3.2005659739750265e-24
107,0,APOLD1,10.42121,,1.9841260741226774e-25,3.2795472299548386e-24
108,0,DUSP1,10.293276,,7.5560957177327105e-25,1.2286334500378392e-23
109,0,AHNAK,10.1725645,,2.628929926419651e-24,4.240209558741373e-23
110,0,VIM,10.052451,,8.961032903924234e-24,1.4111862840825566e-22
111,0,AC012409.2,9.9796715,,1.870850476764216e-23,2.9232038699440876e-22
112,0,FRMD3,9.975029,,1.960441361082921e-23,3.039443970671195e-22
113,0,MRC2,9.967188,,2.12151302698934e-23,3.263866195368215e-22
114,0,CRISPLD2,9.960377,,2.2720102560387216e-23,3.4687179481507197e-22
115,0,SLC38A11,9.909646,,3.7798387846642493e-23,5.727028461612498e-22
116,0,ABCC9,9.789907,,1.2440928742537486e-22,1.870816352261276e-21
117,0,BCL6,9.7500725,,1.8433668355168451e-22,2.7512937843535e-21
118,0,EGFR,9.601972,,7.842969423205954e-22,1.1533778563538166e-20
119,0,GBE1,9.532879,,1.5298104434840458e-21,2.2332999174949572e-20
120,0,NXN,9.455863,,3.2036764182863644e-21,4.576680597551949e-20
121,0,AL138828.1,9.383561,,6.378151309363449e-21,8.920491341767062e-20
122,0,KANK3,9.277407,,1.7365386974679946e-20,2.395225789611027e-19
123,0,TCF7L1,9.274166,,1.7901365378788564e-20,2.4522418327107624e-19
124,0,HIF1A-AS2,9.19043,,3.9127365424465456e-20,5.287481814116954e-19
125,0,AC008014.1,9.142105,,6.124806512485979e-20,8.166408683314638e-19
126,0,OSMR,9.112,,8.087678393576269e-20,1.064168209681088e-18
127,0,SLC6A20,9.059896,,1.3057391735606312e-19,1.6848247400782338e-18
128,0,GABRE,9.021512,,1.8551133909967726e-19,2.3783505012779137e-18
129,0,CACHD1,8.861911,,7.865478737853646e-19,9.770781040811981e-18
130,0,BNC2,8.78644,,1.5437446033377265e-18,1.894165157469603e-17
131,0,TBX2,8.750423,,2.1255420295750242e-18,2.592124426311005e-17
132,0,ANXA2,8.702763,,3.2390192134083157e-18,3.902432787238934e-17
133,0,C7,8.598039,,8.109030884115942e-18,9.596486253391647e-17
